userId,movieId,rating,timestamp
5,595,5,1230544587
5,608,3,1230544622
5,648,3,1230544828
5,708,3,1230545003
5,736,5,1230544933
5,780,5,1230544980
5,788,3,1230544505
5,1036,5,1422029308
5,1079,5,1422029555
5,1097,5,1422029384
5,1196,5,1422029452
5,1198,5,1421881055
5,1210,5,1422029315
5,1291,5,1422029272
5,1393,5,1422029338
7,7,3,1421882310
7,11,4,1421881654
7,16,3,1421881488
7,17,2,1421881647
7,316,3,1421881578
7,339,3,1421881580
7,356,4,1422029351
7,357,3,1421881843
7,364,4,1421881774
7,377,3,1421881634
7,440,4,1421881912
7,480,5,1421881789
7,509,2,1421882030
7,539,4,1421881964
7,553,4,1421882636
7,587,5,1421882333
7,589,5,1421881864
7,590,4,1421881839
7,597,4,1421881866
7,708,3,1421881678
7,736,3,1421882400
7,780,4,1421881401
7,788,3,1421881403
7,1097,4,1421881508
7,1101,3,1421881470
7,1196,5,1421881758
7,1210,5,1421881629
7,1259,3,1421881430
7,1265,4,1421881882
7,1270,4,1421881447
7,1307,3,1421881386
7,1391,2,1421881522
7,1393,3,1422030996
7,1517,3,1422029687
7,1544,4,1422030451
7,1573,3,1421881153
7,1580,3,1422030416
7,1617,3,1421881102
7,1682,2,1422030330
7,1721,5,1422030321
7,1917,4,1422030286
7,2011,4,1421881082
7,2012,4,1422030269
7,2028,5,1422030195
7,2054,3,1422030165
7,2396,3,835583333
7,2628,4,834627402
7,2683,3,834624077
7,2716,4,834624076
7,2762,5,834624187
7,2858,3,838337480
7,2916,3,834625468
7,2959,4,834624688
7,2987,4,834625876
7,3175,2,834624148
7,3176,2,834625670
7,3408,4,834624453
7,3578,5,834627743
7,3753,4,834624283
7,3793,4,835597134
7,3977,4,834719833
7,4306,5,834624035
7,4896,3,964736432
7,4963,5,964735839
7,4993,4,964736258
7,4995,3,964735903
8,1,4,964735903
8,6,3,966029591
8,10,4,966029440
8,19,1,966029351
8,21,4,964736568
8,39,3,964735574
8,47,5,964736102
8,110,5,964737272
8,150,4,964736626
8,153,3,964736258
8,161,4,966029591
8,165,3,964736308
8,172,1,964736476
8,173,3,964736432
8,185,2,964736705
8,208,3,964736705
8,231,3,964736476
8,253,4,964735839
8,266,5,964736843
8,288,5,964736001
8,292,4,964735952
8,296,5,964736001
8,316,2,964736102
8,329,3,964735839
8,339,4,964737367
8,344,3,966029351
8,349,5,964736705
8,350,4,964736626
8,353,3,964735603
8,356,5,966029541
8,357,4,966029351
8,364,4,966029440
8,367,3,964737323
8,377,4,964737111
8,380,4,966029278
8,434,5,964737323
8,442,4,966029591
8,454,4,964735952
8,457,5,966029633
8,480,4,964735952
8,500,4,964736752
8,508,3,966029278
8,527,5,964736144
8,539,4,964735574
8,551,4,964737323
8,553,5,964737323
8,587,4,964736001
8,588,3,964736190
8,589,5,964735952
8,590,5,964737229
8,592,4,964736752
8,593,5,964735574
8,595,3,964736001
8,597,5,964735782
8,648,5,964736795
8,733,4,964736527
11,1,4.5,844674328
11,10,2.5,844674571
11,19,3.5,844674036
11,32,5,844674269
11,39,4.5,844674291
11,110,4,844673900
11,150,5,844673970
11,153,3.5,844674403
11,158,4,844674532
11,160,4,844674618
11,165,4,844673868
11,172,5,844673845
11,173,5,844673900
11,185,4,844674366
11,208,4.5,844674346
11,231,4,844673845
11,253,4.5,844674056
11,296,3.5,844674173
11,316,3.5,844674420
11,318,5,844674437
11,344,3.5,844673945
11,356,5,844674832
11,364,4,844673780
11,367,4,844674437
11,377,4,844674584
11,380,5,844674706
11,410,4,844674036
11,442,4.5,844674846
11,480,5,844673922
11,500,4.5,844674381
11,527,4.5,844674346
11,541,4.5,844674093
11,551,5,844673868
11,586,4,844674216
11,587,4.5,844674403
11,588,5,844674291
11,589,4.5,844673970
11,592,4.5,844674774
11,593,5,844674132
11,595,4.5,844674093
11,597,4.5,844674310
11,608,3.5,844674696
11,648,4,844674403
11,653,4.5,844674328
11,736,5,844673970
11,780,5,844673820
11,1036,4,844674889
11,1097,4.5,844675201
11,1196,5,844675193
11,1197,4,844675174
11,1198,4,844674930
11,1200,5,844674938
11,1210,4.5,844675252
11,1213,1.5,844675270
11,1215,3,1113487849
11,1225,5,1113486392
11,1240,5,1113488192
11,1270,5,1113486158
11,1291,4.5,1113487001
11,1320,5,1113488674
11,1391,4,1113486765
11,1527,4.5,1113487658
11,1544,5,1113488441
11,1580,5,1113487376
11,1584,4,1113488946
11,1653,5,1113486121
11,1676,4.5,1113486318
11,1721,4,1113487594
11,1917,5,1113488306
11,1961,3.5,1113486618
11,2011,5,1113488652
11,2012,5,1113487373
11,2028,5,1113487853
11,2291,5,1113487838
11,2355,4,1113488894
11,2396,4.5,1113487133
11,2571,5,1113486868
11,2628,4.5,1113487354
11,2683,0.5,1113487891
11,2706,4,1113487800
11,2716,5,1113487412
11,2762,5,1113488064
11,2858,5,1113488070
11,2916,5,1113488671
11,2959,4.5,1113486136
11,2985,3.5,1113488220
11,3114,5,1113486606
11,3578,4.5,1113486592
11,3753,5,1113486105
11,3793,5,1113486704
11,3897,4,1113486642
11,4226,5,1113487682
11,4306,4.5,1113486388
11,4878,5,1113488859
11,4896,5,1113488683
11,4973,3.5,1113486103
11,4993,5,1113486189
11,4995,4,1113487112
11,5349,5,1113488356
11,5378,4.5,1113487946
11,5445,4.5,1113486960
11,5816,5,1113487081
11,5952,5,1113486730
11,6016,5,1113487245
11,6333,5,1113488409
11,6365,5,1113487057
11,6377,5,1113487363
11,6539,5,1113487802
11,6711,2,1113486359
11,6874,4,1113486581
11,7153,5,1113486633
11,7361,5,1113488663
11,8636,4.5,1113487819
11,33794,4,1113487096
11,48516,4.5,1043273994
11,58559,5,1275865082
12,1,4,1275864811
12,6,3,1275689356
12,7,3,1275690652
12,17,3,1275689390
12,32,3,1275864626
12,34,4,1275864242
12,36,4,1275690323
12,95,3,1275690933
12,104,4,1275864544
12,110,4,1275690489
12,208,3,1275689393
12,231,3,1275864114
12,344,4,1275864710
12,356,4,1275691037
12,364,4,1275690564
12,380,4,1275864779
12,480,3,1275864699
12,527,4,1275692098
12,589,4,1275690895
12,590,3,1275690593
12,595,4,1275691474
12,608,5,1275691968
12,648,3,1275866619
12,653,4,1275864663
12,733,4,1275864523
12,736,3,1275690643
12,780,3,1275864680
12,786,4,1275864093
12,788,4,1275691918
13,1,4,1275691945
13,2,3,1275866510
13,10,3,1275865158
13,11,4,1275864818
13,19,3,1275690021
13,32,5,1275864108
13,34,1,1275690129
13,39,3,1275864119
13,47,5,1275865037
13,95,4,1275691190
13,110,5,1275864231
13,150,5,1275690065
13,153,3,1275690777
13,160,4,1275690127
13,161,5,1275866500
13,165,3,1275864499
13,173,3,1275692382
13,185,4,1275691626
13,231,3,1275692130
13,253,5,1275691931
13,266,5,1275864734
13,292,5,1275864837
13,296,5,1275864646
13,300,2,1275865187
13,316,3,1275691889
13,317,3,1275864631
13,318,5,1275866505
13,339,3,1275864350
13,344,3,1275690581
13,349,3,1275690041
13,350,4,1275690317
13,356,5,1275689657
13,357,3,1275691640
13,364,3,1275863990
13,367,4,1275864086
13,377,4,1275864161
13,380,2,1275691989
13,410,3,1275690790
13,420,4,1275692334
13,432,3,1275923465
13,434,4,1275691963
13,435,4,1275692262
13,442,4,1275864175
13,457,5,1275690415
13,474,4,1275864178
13,480,3,1275864528
13,500,5,1275864123
13,508,5,1275864267
13,509,4,1275690475
13,527,5,1275918991
13,539,3,1275864906
13,553,5,1275866547
13,588,1,1275918854
13,589,4,1275692184
13,590,4,1275690024
13,592,3,1275691870
13,595,2,1275691586
13,597,5,1275864462
14,1,4.5,1275864315
14,7,3.5,1275864756
14,17,5,1275692007
14,34,3,1275690974
14,62,4,1275918311
14,150,5,1275690659
14,316,3,1275691984
14,339,4.5,1275692151
14,344,2,1275690147
14,356,4,1275865005
14,364,4.5,1275864761
14,368,4.5,1275865098
14,440,4.5,1275690584
14,457,3.5,1275692147
14,480,4,1275689790
14,497,4.5,1275691382
14,500,2,1275864713
14,520,2,1275691768
14,539,1.5,1275691147
14,551,2,1275692180
14,586,2.5,1275691090
14,587,2.5,1275864079
14,588,4,1275690612
14,595,4.5,1275691745
14,780,3,1275691833
14,1097,3.5,1275690213
14,1101,3,1275692364
14,1196,4,1275690843
14,1197,4.5,1275692021
14,1198,3,1275691801
14,1210,4,1275691485
14,1246,4.5,1275692024
14,1265,4.5,1275692366
14,1270,4,1275691376
14,1291,4,845283828
14,1302,3,845283299
14,1580,3.5,845283398
14,1610,4.5,845283498
14,1682,4.5,845283509
14,1721,2,845283398
14,2012,4,845283298
14,2054,2.5,845283934
14,2115,3.5,845283934
14,2174,3,845283727
14,2324,4.5,845283194
14,2355,3.5,845283398
14,2406,3,845283248
14,2571,3,845283426
14,2628,2.5,845283959
14,2716,3.5,845283345
14,2791,2.5,845283275
14,2797,3.5,845283487
14,2918,3,845283248
14,2987,3,845283276
14,3114,4.5,845283426
14,3175,4.5,845283877
14,3751,4.5,845283918
14,4022,4.5,952051949
14,4027,3.5,952053364
14,4306,3.5,952053259
14,4886,4.5,952053588
14,4896,4,952052187
14,4995,5,952052398
14,5349,2.5,952052230
14,6377,4.5,952054430
14,8360,4.5,952053084
14,8961,4,952054463
15,10,2,952052129
15,11,3,952052129
15,17,3,952052523
15,21,3,952053084
15,34,4,952052990
15,36,3,952052751
15,39,3,952052858
15,50,3,952052129
15,141,3,952052552
15,150,4,952052603
15,153,2,952052603
15,161,3,952053629
15,165,2,952053286
15,231,3,952053953
15,296,3,952054036
15,300,3,952054036
15,318,3,952054083
15,329,3,952054036
15,344,3,952054148
15,349,3,952054430
15,356,5,952053130
15,364,4,952052991
15,377,3,952052129
15,380,3,952052349
15,434,2,952052603
15,440,3,952053904
15,457,4,952052552
15,474,4,952053084
15,480,3,952053364
15,497,3,952052803
15,500,3,952052703
15,508,3,952052187
15,527,5,952054036
15,539,4,952054528
15,586,3,952053507
15,588,3,952052887
15,590,3,952053435
15,592,3,952054815
15,593,3,952054233
15,595,3,952054083
15,608,4,952052603
15,780,3,952055531
18,186,4,1319467172
18,296,4,1183203350
18,318,4.5,1183204021
18,356,4,1183203989
18,480,1.5,1183202883
18,527,4,1183203962
18,588,4,1183203680
18,592,3,1183202942
18,593,3.5,1183203854
18,608,4,1183203798
18,1270,2,1183203312
18,1580,2.5,1183203309
18,1641,4,1183203682
18,1784,4,1183203839
18,2571,3,1183203307
18,2762,3.5,1183203768
18,2858,3.5,1183203828
18,2997,4,1183204274
18,4306,3,1183203108
18,4973,5,1163348983
18,4993,3,1163349014
18,6016,5,1163348974
18,6711,3.5,1155069695
18,7361,5,1154901555
18,8360,2.5,1154901617
21,6,4,1252334011
21,16,5,1252334038
21,32,4,1252334035
21,50,5,1251978199
21,223,3,1252334071
21,235,3,1251979131
21,293,2,1252334080
21,296,5,1251978251
21,318,5,1251986899
21,337,3,1251985995
21,364,3,1251977101
21,474,4,1251977345
21,527,5,1251985698
21,541,5,1251978753
21,589,4,1251987619
21,593,5,1251987229
21,608,4,1252333920
21,778,4,1254316156
21,1036,4,975652625
21,1079,4,975652873
21,1089,5,975653089
21,1097,4,975652696
21,1196,5,975652566
21,1197,4,975646501
21,1210,5,975652384
21,1213,5,975652873
21,1215,3,975652066
21,1222,4,975646477
21,1259,5,975652535
21,1266,4,975652098
21,1270,4,975646450
21,1288,4,975652406
21,1291,4,975652429
21,1393,4,975652655
21,1394,3,975653429
21,1500,3,975652944
21,1617,5,975652566
21,1639,3,975652477
21,1641,3,975652248
21,1673,5,975652891
21,1704,4,975652500
21,1732,2,975652600
21,1961,4,975653173
21,2329,4,975652270
21,2542,4,975653339
21,2762,4,975653155
21,2797,4,975646501
21,2858,4,975653448
21,2916,4,975652098
21,2918,4,975652961
21,2987,3,975653118
21,3114,5,975652270
21,3147,4,975653118
21,3753,4,901207719
21,3897,4,901208090
21,3996,4,901206338
21,4034,4,901206265
22,1,3,901204047
22,6,5,901203932
22,16,5,901206202
22,47,4,901206389
22,50,4,901207204
22,95,4,901206478
22,110,4,901204177
22,165,4,901204177
22,288,1,901206430
22,292,3,901208090
22,296,5,901204565
22,318,5,901206478
22,353,3,901203976
22,377,4,901207869
22,434,4,901206389
22,457,3,901206265
22,474,3,901204177
22,555,4,901206338
22,587,3,901207954
22,589,5,901208425
22,592,3,901204395
22,593,5,955253163
22,648,5,955253463
22,733,4,955253272
22,1036,5,955253163
22,1089,4,955253272
22,1090,3,955253580
22,1101,4,955253546
22,1196,4,955253517
22,1198,3,955253338
22,1210,4,955253762
22,1222,4,955253726
22,1240,5,955253580
22,1291,3,955253762
22,1370,3,955253517
22,1552,4,955253386
22,1573,3,955253546
22,1580,3,955253338
22,1608,3,955253386
22,1625,5,955253387
22,1673,3,955253421
22,1676,3,955253272
22,2000,4,843294025
22,2001,5,843293802
22,2028,3,843293721
22,2115,4,843293666
22,2329,4,843293905
22,2353,5,843293582
22,2571,3,843293582
22,2617,4,843293666
22,2858,3,843293337
22,2916,4,843293582
22,2959,4,843294025
22,2985,3,1236538174
22,3052,2,1236538428
22,3114,3,1236539819
22,3147,4,1236537435
22,3996,4,1236537215
22,4011,3,1236538127
22,4022,3,1236538226
22,4034,4,1236539932
22,4306,3,1236537391
23,1,4,1236539883
23,25,4,1236539865
23,32,5,1236538324
23,47,5,1236537596
23,50,5,1236539857
23,70,1,1236537964
23,110,4,1236539853
23,223,5,1236537622
23,235,3,1236538757
23,293,5,1236538498
23,296,5,1236538748
23,318,5,938884119
23,356,2,938884698
23,457,4,938884738
23,508,5,938883879
23,527,5,938883564
23,555,5,938884863
23,589,3,938884863
23,593,4,938884863
23,608,5,938884863
23,778,5,938883814
23,1089,5,938884629
23,1215,3,938884333
23,1358,5,978634947
23,1500,5,978635523
23,1527,5,978635415
23,1580,5,978634776
23,1584,5,978634947
23,1617,5,978635821
23,1625,4,978635566
23,1639,3,978634211
23,1641,4,978635057
23,1653,5,978634619
23,1673,3,978635057
23,1704,5,978634817
23,1721,4,978634178
23,1722,4,978635840
23,1732,4,978634871
23,1917,4,978635308
23,1923,4,978635750
23,2028,5,978634211
23,2291,3,978634757
23,2324,5,978635479
23,2329,4,978634975
23,2353,4,829565888
23,2355,4,837682811
24,1,4,829565888
24,6,4,829565888
24,7,3,829565888
24,10,3,837682288
24,16,5,837682271
24,21,3,829565889
24,25,5,837682458
24,32,4,829565888
24,34,4,829565888
24,36,3,829565888
24,39,3,829565888
24,47,4,837682469
24,50,5,837682580
24,62,3,829565888
24,95,4,829565888
24,104,5,837682307
24,110,4,829565888
24,150,3,829565888
24,161,3,829565889
24,163,3,829565888
24,165,4,829565888
24,223,5,837682379
24,231,4,837682321
24,253,5,837682321
24,266,5,837682527
24,288,4,837682641
24,292,4,837682335
24,296,5,837682674
24,300,3,829565888
24,316,3,829565888
24,317,4,837682720
24,318,5,829565888
24,329,3,829565888
24,337,2,829565888
24,339,3,829565888
24,344,5,837682348
24,349,3,837682391
24,350,3,837682307
24,353,4,837682659
24,356,5,837682272
24,357,4,837682542
24,367,4,847451989
24,368,2,837682515
24,377,4,837682348
24,380,4,837682750
24,410,3,837682895
24,440,3,837682641
24,457,5,837682659
24,480,3,837682881
24,500,4,837682426
24,508,3,829565888
24,539,4,837682364
24,541,3,829565888
24,553,4,829565888
24,555,4,829565888
24,587,4,837682272
24,588,4,829565888
24,589,4,837682364
24,590,4,837682515
24,593,4,837682674
24,597,3,837682786
24,608,2,1039405920
24,648,4,1186249974
24,733,4,1007492033
24,778,5,1053552445
24,780,4,1051607273
24,1036,4,1007492058
24,1089,5,1063873218
24,1127,3,1053553307
24,1196,5,1132303505
24,1197,4,1039400512
24,1200,5,1113975776
24,1210,5,1031123747
24,1213,5,1006809744
24,1215,3,1041668850
24,1222,5,942867393
24,1240,5,1072662021
24,1258,5,1051751039
24,1265,3,1053552376
24,1266,1,1053552971
24,1270,4,1132303788
24,1356,3,1051606974
24,1358,4,1017175011
24,1370,4,1113975789
24,1374,4,1007420817
24,1393,4,945307433
24,1407,5,1051517505
24,1485,4,1051610580
24,1500,3,1067170451
24,1517,5,1075460482
24,1527,4,1039405920
24,1552,4,1051606463
24,1573,5,984086441
24,1580,5,1053553446
24,1584,1,1039402002
24,1608,4,1053552382
24,1610,5,1063699071
24,1617,4,1039404111
24,1625,4,942865730
24,1639,5,1132303392
24,1641,3,1051606343
24,1653,5,1067767297
24,1673,4,1101646345
24,1676,4,1053552434
24,1682,4,984086637
24,1704,4,1113975806
24,1721,4,963622047
24,1722,3,954177432
24,1732,2,1031187235
24,1784,4,1053552135
24,1923,5,1007396968
24,2011,4,1006807457
24,2012,3,942686741
24,2028,5,1053553202
24,2302,3,963675572
24,2321,3,1053553340
24,2324,4,1051608914
24,2329,5,1053552787
24,2353,4,1039404917
24,2355,4,1039405361
24,2396,4,1067167841
24,2502,5,1051608179
24,2571,5,1053553126
24,2628,4,1039405771
24,2683,5,1053552398
24,2692,4,1067169349
24,2700,4,1039406109
24,2706,5,1051610876
24,2710,4,1051607128
24,2712,1,1007395410
24,2716,3,1063873212
24,2762,5,942867187
24,2858,5,1080033092
24,2916,4,1051609269
24,2959,5,1067167733
24,2985,3,942779339
24,2997,2,1057099422
24,3052,5,1133826315
24,3114,3,1051605657
24,3147,3,1053552703
24,3175,4,1039401487
24,3176,1,1051607588
24,3408,3,1063873345
24,3578,5,1039400639
24,3623,2,1057385011
24,3753,1,1039402142
24,3793,3,1051608914
24,3897,3,1132304487
24,3948,4,984087138
24,3977,3,1051607752
24,3996,5,1039405740
24,4011,4,1063873608
24,4022,4,963677143
24,4027,4,1051608599
24,4034,3,1051610784
24,4226,4,1090636706
24,4306,4,1053552967
24,4995,4,1053552344
24,5418,4,1051608718
24,5816,2,1039401887
25,21,3.5,1039405307
25,32,3.5,1053553302
25,39,4.5,942865774
25,47,3,1051608045
25,50,3.5,1051607925
25,104,2.5,1053552371
25,110,3.5,1067167858
25,141,3.5,1098766406
25,223,4.5,1041980582
25,231,3,1065744945
25,253,3.5,1067167476
25,288,3.5,1007497737
25,296,4,1051605709
25,318,4,1053553165
25,337,4,1053553266
25,344,3.5,1039401568
25,356,4,1031127011
25,364,3.5,1017173881
25,367,2,1039406126
25,377,2.5,1051609850
25,480,3.5,1051610398
25,500,3.5,1039406026
25,527,3.5,1051606868
25,539,2.5,1051608247
25,586,3.5,1051609850
25,587,4.5,1051607076
25,589,4,1053553404
25,590,4,1186250179
25,592,3.5,1051609850
25,593,4.5,1051609216
25,597,3,984086221
25,778,4,1007397348
25,1036,2,1133826364
25,1079,4,1075031068
25,1089,3.5,1050778295
25,1097,4.5,1039402604
25,1101,3.5,1053553432
25,1197,4,1051610182
25,1198,3.5,1053552820
25,1200,3,1007395289
25,1240,4,1053553130
25,1246,4,942779482
25,1258,4,1078098050
25,1265,3.5,1078098134
25,1270,4.5,963867570
25,1291,3.5,1051517526
25,1302,3,1066330570
25,1307,4,1067165868
25,1517,4,1067162545
25,1580,1.5,1050778188
25,1682,3,1051607174
25,1704,4,1039400547
25,1721,4,1050129262
25,1732,5,1051608718
25,1784,3,1053552980
25,1923,3,1051609168
25,1961,4,1051609004
25,1968,4,1051609004
25,2028,3.5,1053552556
25,2115,3.5,1087031928
25,2174,4,1031127703
25,2324,3.5,1007398055
25,2502,3.5,1067164122
25,2571,3.5,1053077718
25,2683,4,1132303211
25,2692,4,1053551672
25,2706,4,1051607326
25,2710,3,1007497961
25,2716,4,1193627266
25,2797,4.5,1066616634
25,2858,4,1063873389
25,2918,4,1051610945
25,2959,4,1051605392
25,2987,4,942866567
25,3147,4,1039404135
25,3578,3.5,1039404061
25,3897,3,1017174693
25,3949,3.5,1053552152
25,3996,4,1051610253
25,4027,3.5,1053552846
25,4306,3.5,1091332303
25,4886,3,1063334268
25,4963,3,1112636046
25,4973,4,1085702784
25,4993,3.5,1039401306
25,5952,3.5,1067169602
25,6377,3.5,942778326
26,10,3,1006807515
26,19,3,1053552546
26,21,4,1086734560
26,39,4,1053552826
26,47,4,1039405157
26,50,5,1051606405
26,110,4,1053552456
26,150,4,1063873618
26,153,3,1085161448
26,160,2,1031127275
26,161,3,1067817328
26,165,3,1053552402
26,173,2,1031123614
26,185,3,1051610580
26,208,3,1069272184
26,231,2,1051609217
26,253,3,1067167973
26,266,3,1063872886
26,288,4,1051607076
26,292,3,942779422
26,296,5,984087275
26,300,4,1007397348
26,316,3,1051607458
26,317,3,1051610446
26,318,5,1072661811
26,329,3,1051607397
26,339,3,1113976044
26,344,3,942779422
26,349,3,1006807488
26,356,5,1053552225
26,357,5,1051607129
26,364,3,1053553192
26,367,4,963622442
26,377,3,1067164365
26,380,3,1031126030
26,410,3,1093932141
26,420,3,1063873290
26,434,3,1007421017
26,435,3,942863945
26,440,5,1051608247
26,454,3,1051605882
26,457,4,1051762536
26,480,5,1063873142
26,500,4,1007395565
26,527,5,1051608179
26,539,4,1132303320
26,586,3,1063873405
26,587,4,1132304162
26,588,3,1051607076
26,589,5,1053553158
26,590,4,1007395085
26,592,3,963771182
26,593,4,1051610621
26,595,5,1053552506
26,597,3,1114149938
27,11,4,1039405705
27,47,4.5,1042765232
27,104,4,1051609978
27,231,4.5,1063872929
27,235,3,1193627213
27,266,4,1039405362
27,368,4.5,1067907551
27,480,4.5,1053552861
27,539,3,1053552791
27,553,4.5,1053552877
27,597,4.5,1132304602
27,778,4.5,1053552336
27,1265,5,1051610326
27,1307,5,1067579180
27,1517,3,1101647836
27,1527,2.5,1132303583
27,1544,4,1089752202
27,1584,4,1053552680
27,1610,4,1053552736
27,1721,5,1039406072
27,1923,4.5,1053553291
27,1961,4,1193627221
27,2355,3.5,1051608431
27,2683,5,1007396565
27,2959,5,1053553064
27,2997,3,1007496126
27,3753,3,1051607699
27,4306,3,1063873498
27,5378,1,1031123418
27,6539,3.5,1113976001
27,8636,4.5,1063873573
28,150,1,1063873185
28,161,3,963675572
28,165,3,1067323664
28,185,1,1053552428
28,196,1,1039404917
28,231,3,1051605709
28,253,3,1053552522
28,266,1,1112635938
28,292,3,1039406027
28,296,5,1054110611
28,339,3,1053552728
28,344,2,1053553075
28,356,4,1132304500
28,357,4,1051610693
28,367,2,1039404833
28,377,3,1039402527
28,380,2,1007396651
28,410,5,1083548864
28,442,3,1068597080
28,480,2,1133826190
28,500,3,1193627292
28,509,4,1007395715
28,555,5,1053552140
28,588,3,1079338576
28,590,1,963623005
28,593,3,1063873886
28,595,3,1006809395
29,2,3,1039402092
29,11,4,1053552396
29,16,4,1051607504
29,19,3,1006808026
29,21,3,1069271694
29,32,3,1006810027
29,34,4,1053552391
29,47,4,1053553128
29,50,4,1051607951
29,70,4,1053552908
29,104,4,1114673155
29,110,5,1039406072
29,150,4,1085161158
29,153,3,1053553346
29,158,3,1007395453
29,160,3,1051155079
29,161,4,1051609004
29,165,4,1031123774
29,172,3,1039402726
29,173,4,1031123854
29,185,3,1193626911
29,196,3,1053552246
29,208,3,1039406027
29,231,3,1051610210
29,235,3,1051607129
29,253,5,1039405819
29,266,4,1006807654
29,288,3,1186250565
29,292,5,1053552160
29,293,4,1007396712
29,296,5,1042011899
29,300,2,1051609979
29,316,3,1051608432
29,317,4,1063698079
29,318,5,1053552641
29,329,3,1051608483
29,339,3,1039405660
29,344,3,1053553163
29,349,3,1044208693
29,353,3,1007495848
29,356,5,1031123463
29,364,4,1132303576
29,367,3,1067164923
29,368,4,1039407374
29,370,3,1006807457
29,377,4,1132303772
29,380,3,1051605596
29,410,3,1007395054
29,420,3,1075030373
29,432,4,1061846522
29,434,4,1052392947
29,435,3,1006807782
29,442,4,1067767885
29,457,3,1039401967
29,466,3,1066701515
29,480,5,1007397077
29,500,3,1007492743
29,509,3,1067167342
29,520,3,1067162144
29,527,4,1053552755
29,551,4,1039507022
29,553,4,1132303955
29,555,5,1067766923
29,586,4,1051610622
29,587,3,1051610728
29,588,4,1039401846
29,589,4,1051610945
29,590,4,1039408275
29,592,4,1053553010
29,593,4,1051606940
29,595,4,1132303100
29,597,3,1006807457
29,648,4,1133826131
29,653,3,1039406027
29,733,5,1051609061
31,1,3,1063698173
31,110,5,1051609979
31,364,3,1031124921
31,527,0.5,1039407720
31,588,3,1043037787
31,1196,5,1051608299
31,1197,3,1069271920
31,1210,5,1052766821
31,1270,4,1051605937
